"pid","assessed_value"
295,147416.25
296,298140.53125
297,134697.671875
298,826633.375
299,228568.6875
300,110518.609375
301,365928.75
302,191901.71875
303,175676.46875
304,220066.28125
305,611215.875
306,277558.40625
307,200340.1875
308,155630.4375
309,899679.5625
310,670763.5
311,349625.78125
312,250772.03125
313,215957.890625
314,415333.625
315,242531.375
316,224582.328125
317,244964.65625
318,143984.296875
319,719253.5625
320,106655.203125
321,111938.2890625
322,187548.90625
323,220108.15625
324,333870.1875
325,530047.0625
326,116637.6875
327,468683.875
328,97333.6015625
329,562966.75
330,398076.78125
331,269748.6875
332,410319.5625
333,232179.21875
334,252754.890625
335,790645.875
336,246603.109375
337,112033.6640625
338,506344.125
339,127982.0703125
340,172275.90625
341,220975.421875
342,170134
343,238319.578125
344,622054.6875
345,323371.8125
346,707800.6875
347,260909.3125
348,942578.875
349,180931.421875
350,564901.5625
351,508675.25
352,609593.4375
353,105020.28125
354,50337.6875
355,464069.46875
356,88294.109375
357,123691.375
358,317398.625
359,215094.53125
360,122732.203125
361,282146.96875
362,412096.40625
363,533585.5625
364,96274.203125
365,801082.4375
366,218857.09375
367,164675.96875
368,241525.171875
369,270113.21875
370,609512.0625
371,216028.328125
372,220791.734375
373,301697.28125
374,144757.046875
375,165940.140625
376,258906.484375
377,211818.96875
378,376822.875
379,594367.375
380,141141.96875
381,696753.75
382,174032.28125
383,396406.78125
384,231020.5625
385,222083.625
386,135760.90625
387,131542.296875
388,582858.5
389,135831.59375
390,353916.96875
391,250717.609375
392,417975.5625
393,73190.3046875
394,244216.390625
395,49128.45703125
396,386031.4375
397,396692.34375
398,454961.34375
399,262748.71875
400,172419.171875
401,161016.546875
402,130825.859375
403,240061.78125
404,207947.4375
405,155046.375
406,246754.984375
407,251240
408,141913.734375
409,236002
410,206326.046875
411,208523.3125
412,194852.640625
413,427215.8125
414,221092.21875
415,253847.375
416,634733.8125
417,370816.84375
418,256229.390625
419,232511.078125
420,224509.453125
421,574590.375
422,290810.90625
423,269526.90625
424,168160.0625
425,268836.84375
426,287187.28125
427,73906.6171875
428,135195.125
429,139973.625
430,328126.46875
431,172246.40625
432,240376.0625
433,114963.9296875
434,243170.703125
435,281802.09375
436,173328.90625
437,142621.65625
438,139051.171875
439,222316.4375
440,432731
441,174616.9375
442,179748.453125
443,119497.09375
444,232177.046875
445,429694.9375
446,429830.75
447,215585.75
448,156301.65625
449,495655.65625
450,157410.484375
451,467501.4375
452,172727.5625
453,344863.0625
454,249871
455,317180.90625
456,276685.78125
457,285118.28125
458,153301.078125
459,284484.3125
460,230967.125
461,279747.84375
462,179802.734375
463,426269.84375
464,382879.40625
465,288747.5
466,524434.5625
467,257159.609375
468,342890.25
469,860530.625
470,304558.59375
471,303497.375
472,144117.453125
473,236498.984375
474,202443.25
475,393904.59375
476,167741.140625
477,307225.09375
478,241867.71875
479,530910.9375
480,299624.53125
481,140380.578125
482,144552.75
483,206163.28125
484,208235.1875
485,127970.7265625
486,146772.03125
487,97989.609375
488,791429.1875
489,120615.7734375
490,241819
491,54369.88671875
492,376222.375
493,266978.15625
494,293342.75
495,93438.03125
496,321731.375
497,765520.0625
498,280392.46875
499,224381.046875
500,786259.4375
501,242438.453125
502,173766.0625
503,369056.75
504,121340.265625
505,154536.25
506,280801.15625
507,184001.6875
508,209484.171875
509,115420.90625
510,210214.453125
511,260754.296875
512,234269.125
513,230216.71875
514,119283.1640625
515,256323.265625
516,175383.25
517,572262.1875
518,557203.5625
519,204225.40625
520,393703.4375
521,131657.484375
522,496241.84375
523,213615.59375
524,238453.3125
525,219917.765625
526,287541.5625
527,294485.3125
528,868820.5625
529,317684.5
530,446013.59375
531,410756.34375
532,307234.46875
533,175722.03125
534,284573.5
535,572823.1875
536,87107.1015625
537,303636.9375
538,158721.390625
539,266828.96875
540,372536.625
541,201991.390625
542,277098.15625
543,364018.84375
544,385498.6875
545,371306.40625
546,902356.0625
547,164692.171875
548,117352.2265625
549,611495.75
550,114911.9375
551,171574.046875
552,113922.3984375
553,57554.0234375
554,259123.40625
555,249396.390625
556,229975.875
557,318558.59375
558,86455.4296875
559,593915.25
560,453071.6875
561,364560.8125
562,167672.96875
563,818223.8125
564,560368.625
565,212358.34375
566,94272.78125
567,147584.75
568,243726.71875
569,276991.4375
570,183713.140625
571,66455.1875
572,52249.39453125
573,332618.875
574,192334.625
575,238107.96875
576,536273.75
577,378830.59375
578,172402.828125
579,339154.09375
580,643308.25
581,343414.34375
582,213624.46875
583,755783.4375
584,159472.390625
585,147405.984375
586,763918.875
587,138121.375
588,136716.546875
589,156343.171875
590,207530.5625
591,386025.96875
592,210330.0625
593,191945.59375
594,170541.78125
595,217743.78125
596,253377.46875
597,224515.25
598,369534.15625
599,529332.5
600,519809.75
601,314660.375
602,147024.328125
603,124624.296875
604,448321.03125
605,99496.5
606,200609.921875
607,274820.09375
608,99335.640625
609,274562.09375
610,209269.75
611,76006.53125
612,400746.25
613,157292.59375
614,231703.09375
615,163233.453125
616,437933.15625
617,97917.640625
618,72502.578125
619,62037.359375
620,117356.1640625
621,199210.0625
622,132792.84375
623,285909.84375
624,265233.8125
625,179038
626,216098.359375
627,251683.328125
628,136760.78125
629,197308.65625
630,212316.765625
631,230232.84375
632,171038.125
633,174721.9375
634,760442.9375
635,534840.875
636,135301.40625
637,300387.6875
638,467354.0625
639,122252.7265625
640,535937.5625
641,302259
642,191669.734375
643,66395.6796875
644,350420.5
645,568171.1875
646,219614.21875
647,351330.625
648,223827.65625
649,386465.65625
650,426874.3125
651,382172.28125
652,185075.96875
653,299660.40625
654,204989.109375
655,178385.171875
656,303223.59375
657,168569.59375
658,152598
659,213411.8125
660,293327.71875
661,338853.625
662,221182.328125
663,127558.5390625
664,489376.15625
665,341613.65625
666,286375.84375
667,182863.21875
668,224938.84375
669,134527.921875
670,82208.4140625
671,241719.03125
672,76604.21875
673,291829.09375
674,98859.921875
675,217027.34375
676,138349.9375
677,246969.296875
678,117660.9375
679,257256.734375
680,368297.28125
681,409577.65625
682,156266.984375
683,345267.3125
684,285224.6875
685,346838.375
686,272886.40625
687,165322.78125
688,258473.796875
689,218581.296875
690,186513.90625
691,225742.421875
692,64269.859375
693,189418.265625
694,154958.46875
695,172419.203125
696,686008.3125
697,191373.796875
698,506296.78125
699,112508.2109375
700,289054.75
701,98017.703125
702,130686.3828125
703,702782.5625
704,115152.5546875
705,541602.25
706,408143.625
707,205904.71875
708,336901.3125
709,255510.421875
710,211880.484375
711,177042.53125
712,759517.625
713,191566.6875
714,227823.734375
715,291911.65625
716,275255.9375
717,202216.4375
718,159093.046875
719,383212.0625
720,149356
721,232895.84375
722,194463.34375
723,111466.2421875
724,525490.625
725,459146.125
726,401399.625
727,259794.46875
728,228883.21875
729,321988.4375
730,419259.5625
731,115967.5390625
732,116641.984375
733,574252.5625
734,160846.40625
735,228955.734375
736,79591.390625
737,217246.15625
738,132606.25
739,95959.0859375
740,222119.125
741,177451
742,252086.453125
743,36985.5703125
744,301195.28125
745,502614.3125
746,145696.96875
747,732210.4375
748,154201.1875
749,273546.15625
750,611720
751,498474.34375
752,63521.16796875
753,247538.65625
754,408738.75
755,143451.078125
756,93276.796875
757,154982.5
758,265358.875
759,146029.84375
760,102959.2578125
761,57202.73046875
762,307112.03125
763,169038.640625
764,153528.234375
765,140205.84375
766,164884.875
767,278856.71875
768,261361.5625
769,117742.6015625
770,256231.75
771,155708.9375
772,234804.921875
773,609252.8125
774,247432.578125
775,187037.28125
776,524004.71875
777,66677.0703125
778,123000.0546875
779,131544.484375
780,216071.328125
781,150148.265625
782,404869.0625
783,506268.65625
784,765341.3125
785,73640.6796875
786,213987.9375
787,109795.0625
788,432155.65625
789,697940.375
790,76233.5390625
791,128362.78125
792,191896.09375
793,68041.9609375
794,108405.6328125
795,264864.59375
796,249072.890625
797,315930.25
798,97818.609375
799,207592.796875
800,405768.09375
801,155208.609375
802,250711.734375
803,576249.6875
804,454368.40625
805,332341.6875
806,359869.5625
807,455946.875
808,359269.28125
809,349341.40625
810,186299.9375
811,622289.8125
812,163590.453125
813,139290.4375
814,116465.40625
815,342864.625
816,317558.03125
817,96857.578125
818,143815.453125
819,571758.375
820,280680.0625
821,130109.2421875
822,217956.703125
823,265765.375
824,34102.12109375
825,267976.25
826,221796.53125
827,264837.15625
828,238300.40625
829,176741.59375
830,434832.84375
831,80744.046875
832,417484.75
833,388905.1875
834,373090.5
835,643173.625
836,106006.703125
837,366944.71875
838,45094.17578125
839,182778.4375
840,240085.171875
841,216407.1875
842,93335.953125
843,170070.90625
844,143107.1875
845,166079.78125
846,321930.34375
847,181202.5625
848,259352.6875
849,125419.609375
850,252411.703125
851,240187.46875
852,699454.9375
853,481475.09375
854,250439.890625
855,593066.625
856,152418.0625
857,180282.4375
858,364703.78125
859,134749.40625
860,287249.3125
861,163673.578125
862,386290.75
863,337036.65625
864,239081.078125
865,462501.0625
866,281549.40625
867,860024.625
868,256258.125
869,889837.25
870,558255.75
871,160453.9375
872,110567.6484375
873,278249.65625
874,264121.125
875,119369.5703125
876,152622.21875
877,196611.234375
878,228775.46875
879,219835.90625
880,199454.90625
881,214228.5625
882,59406.953125
883,110010.0546875
884,233246.5
885,200161.609375
886,244143.09375
887,157484.171875
888,214534.90625
889,182472.28125
890,106302.921875
891,601934.1875
892,145099.8125
893,345737.96875
894,336329.40625
895,260472.375
896,109602.0546875
897,339555.375
898,178832.1875
899,687551.3125
900,228424.578125
901,279784.125
902,287826.4375
903,214203.109375
904,317558.25
905,229489.796875
906,310920.09375
907,165489.6875
908,494156.3125
909,150123.28125
910,262636.125
911,156228.9375
912,204989.265625
913,280167.71875
914,129776.4296875
915,154391.21875
916,192156.75
917,228860.203125
918,83350.9765625
919,462064.0625
920,713548.0625
921,238937.21875
922,258441.46875
923,100375.015625
924,166679.46875
925,661892.8125
926,118627.6484375
927,312258.65625
928,122394.671875
929,240683.84375
930,635268.3125
931,235113.28125
932,343877.9375
933,280270.34375
934,627089.9375
935,68241.15625
936,378831.5
937,130550.4453125
938,279398.25
939,115111.6875
940,192608.40625
941,73708.53125
942,457151.25
943,220023.359375
944,215211.921875
945,100539.3671875
946,779609.0625
947,232073.15625
948,160931.484375
949,202329.0625
950,143869.65625
951,282628.84375
952,80714.140625
953,85911.9140625
954,213980.6875
955,74451.609375
956,643868.0625
957,214182.15625
958,385348.625
959,327534.3125
960,88264.0078125
961,284126.625
962,283125.15625
963,219395.03125
964,295174.09375
965,180364.1875
966,373121.59375
967,206149.109375
968,316954.28125
969,807873.4375
970,404397.09375
971,150566.703125
972,86396.1171875
973,205891.28125
974,190876.5
975,202610.25
976,260845.078125
977,848043.8125
978,80491.8203125
979,135024.421875
980,704454.3125
981,189033.46875
982,614608
983,88219.3671875
984,172398.6875
985,219049.75
986,328188
987,147921.203125
988,250181.0625
989,143353.1875
990,232702.0625
991,85533.078125
992,222411.71875
993,66377.640625
994,112591.1796875
995,147246.4375
996,157429.421875
997,230771.453125
998,739770.5
999,237998.84375
1000,178446.78125
1001,203449.015625
1002,161064.15625
1003,283711.65625
1004,172246.40625
1005,610028.125
1006,638663.9375
1007,351806.53125
1008,231556.25
1009,349347.5
1010,176866.421875
1011,118828.0234375
1012,314755.53125
1013,409585.625
1014,284351.96875
1015,280310.4375
1016,214878.328125
1017,337499.71875
1018,97468.1875
1019,385532.25
1020,167179.4375
1021,282056.03125
1022,559227
1023,340420.0625
1024,429134.3125
1025,705465.5625
1026,198928.015625
1027,270467.5
1028,263599.28125
1029,162076.109375
1030,721793.5
1031,426834.78125
1032,742883.8125
1033,101574.1875
1034,297487.46875
1035,244644.734375
1036,217303.5625
1037,156476.421875
1038,149745.796875
1039,714664.75
1040,758987.625
1041,321455.3125
1042,234954.3125
1043,768281.4375
1044,106531.140625
1045,389619
1046,396580.9375
1047,592426.8125
1048,260930.125
1049,151949.03125
1050,256160.765625
1051,309256.0625
1052,129094.8671875
1053,243126.84375
1054,75654.2578125
1055,416724.875
1056,409840.03125
1057,268398.25
1058,347981.75
1059,75863.3671875
1060,100227.625
1061,329618.84375
1062,163650.671875
1063,176579.3125
1064,91129.328125
1065,180933.4375
1066,243267.25
1067,725604.75
1068,74185.125
1069,209012.09375
1070,308451.65625
1071,490429.96875
1072,89848.890625
1073,322041.65625
1074,168350.78125
1075,232391.25
1076,157880.109375
1077,303308.28125
1078,209171.375
1079,302857.1875
1080,243769.28125
1081,231630.078125
1082,270323.75
1083,186216.890625
1084,163782.8125
1085,255549.1875
1086,84896.9375
1087,190353.953125
1088,268180.625
1089,107166.9140625
1090,243440.265625
1091,367654.71875
1092,289737.125
1093,86982.5234375
1094,356278.15625
1095,57008.40234375
1096,148404.875
1097,287554.34375
1098,247333.375
1099,346253.46875
1100,196918.671875
1101,264132.09375
1102,179292.046875
1103,260458.921875
1104,352185.4375
1105,83090.4609375
1106,79411
1107,237697.3125
1108,181050.421875
1109,245132.703125
1110,681289.0625
1111,242018.265625
1112,136848.84375
1113,241723.625
1114,105014.1640625
1115,193167.53125
1116,328552.34375
1117,290404.3125
1118,158404.40625
1119,214992.8125
1120,283185.5625
1121,285192.4375
1122,96951.7890625
1123,321632.78125
1124,186594.75
1125,165890.15625
1126,580004.8125
1127,429268.03125
1128,155489.703125
1129,58667.609375
1130,218679.265625
1131,298059.28125
1132,282760.25
1133,71312.7734375
1134,269715.625
1135,78587.5078125
1136,561745.1875
1137,277809.75
1138,120546.609375
1139,92978.8046875
1140,287437.25
1141,678364.4375
1142,537918.125
1143,791135.8125
1144,547697.5
1145,458139.25
1146,208206.765625
1147,214867.46875
1148,164179.140625
1149,281360.84375
1150,273810.125
1151,832244.125
1152,116734.3359375
1153,170706.21875
1154,162789.84375
1155,389256
1156,124635.1640625
1157,555109
1158,665848.3125
1159,613707
1160,202688.484375
1161,564173.9375
1162,135083.71875
1163,158858.4375
1164,366811.65625
1165,260508.4375
1166,203495.90625
1167,559887.8125
1168,157803.578125
1169,374801.21875
1170,712411.625
1171,465985.46875
1172,295121.6875
1173,233884.53125
1174,761813.5625
1175,162201.671875
1176,254254.078125
1177,195420.5
1178,205273.8125
1179,293754.53125
1180,320334.9375
1181,390916.5625
1182,151489.046875
1183,206435.578125
1184,355815.625
1185,292851.375
1186,477521.59375
1187,218550.8125
1188,207199.9375
1189,207731.359375
1190,221684.390625
1191,170696.015625
1192,346011.625
1193,115936.203125
1194,143794.578125
1195,557206.25
1196,229704.234375
1197,142628.0625
1198,862651.6875
1199,610372.25
1200,643625.375
1201,157496.21875
1202,138153.828125
1203,165938.640625
1204,160110.09375
1205,303091.09375
1206,423910.90625
1207,167823.03125
1208,195420.5
1209,214665.53125
1210,484799.71875
1211,124355.7734375
1212,69641.6015625
1213,254520.984375
1214,168043.21875
1215,252503.1875
1216,327079.125
1217,527782.3125
1218,181337.703125
1219,134366.734375
1220,218259.90625
1221,104609.8359375
1222,417815.28125
1223,170759.890625
1224,290308.84375
1225,298561.59375
1226,515971.25
1227,277996.4375
1228,192604.46875
1229,198534.140625
1230,328233.6875
1231,157473.59375
1232,366818.84375
1233,253886.765625
1234,45593.27734375
1235,148072.5
1236,80840.3515625
1237,193021.296875
1238,505187.46875
1239,147335.96875
1240,118354.4609375
1241,418226.3125
1242,490049.59375
1243,77275.3671875
1244,109946.3828125
1245,235955.09375
1246,768831.3125
1247,212954.75
1248,174917.265625
1249,552039.125
1250,202427.203125
1251,283400.3125
1252,157039.375
1253,138217.796875
1254,209402.234375
1255,342822.6875
1256,509735.375
1257,209962.328125
1258,223753.3125
1259,142509.5625
1260,64839.5078125
1261,72110.8359375
1262,250119.125
1263,112217.75
1264,725951.25
1265,230815.921875
1266,249403.71875
1267,814040.875
1268,320450.34375
1269,46882.52734375
1270,255309.625
1271,209711.21875
1272,268631.21875
1273,190468.796875
1274,70561.0234375
1275,249188.6875
1276,164345.625
1277,274889.0625
1278,162210.328125
1279,164027.359375
1280,784192.9375
1281,96431.203125
1282,229357.984375
1283,778684.8125
1284,205899.75
1285,248482.28125
1286,103614.078125
1287,93635.90625
1288,115859.1796875
1289,341613.65625
1290,259258.546875
1291,56832.96875
1292,165197.234375
1293,507540.5
1294,401311.40625
1295,340192.71875
1296,235008.609375
1297,780830.875
1298,43868.87109375
1299,143013.609375
1300,177007.5
1301,107149.5703125
1302,255390.953125
1303,189296.90625
1304,362255.90625
1305,131626.953125
1306,153758.15625
1307,917294.625
1308,65678.09375
1309,583478.875
1310,193610.421875
1311,472251.09375
1312,99253.40625
1313,107928.15625
1314,225731.015625
1315,607074.75
1316,233246.5
1317,198131.625
1318,244968.65625
1319,227085.84375
1320,191970.5
1321,663886
1322,549423.625
1323,249034.078125
1324,293550.1875
1325,539887.3125
1326,218923.515625
1327,280961.875
1328,581189
1329,167322.859375
1330,427038.1875
1331,156799.953125
1332,182974.046875
1333,78993.21875
1334,561125.25
1335,261288.71875
1336,220872.96875
1337,521124.625
1338,306209.03125
1339,181046.984375
1340,180509.4375
1341,235681.265625
1342,127210.078125
1343,222179.953125
1344,513238.46875
1345,210814.765625
1346,194865.640625
1347,343275.96875
1348,132379.859375
1349,487322.71875
1350,329395.21875
1351,70858.6953125
1352,175573.34375
1353,127495.796875
1354,449981.21875
1355,176309.375
1356,60552.484375
1357,262687.6875
1358,256928.140625
1359,281164.28125
1360,673931.875
1361,319142.28125
1362,530943.625
1363,127413.3828125
1364,258465.5
1365,159125.8125
1366,483111.4375
1367,155845.578125
1368,263886.875
1369,137817.609375
1370,269481.96875
1371,163049.34375
1372,192757.5
1373,421930.78125
1374,230393.015625
1375,153552.78125
1376,725436.9375
1377,345449.65625
1378,448456.75
1379,147637.9375
1380,192982.203125
1381,203864.8125
1382,348313.09375
1383,234268.953125
1384,223904.015625
1385,152646.25
1386,118583.421875
1387,237534.859375
1388,254091.171875
1389,164115.84375
1390,251593.609375
1391,397705.3125
1392,197800.6875
1393,115200.03125
1394,660017.9375
1395,134125.3125
1396,175693.5625
1397,95967.2890625
1398,228950.703125
1399,158714.96875
1400,178910.1875
1401,181305
1402,114343.765625
1403,228665.734375
1404,143429.875
1405,82950.2109375
1406,271270.9375
1407,697905
1408,508058.1875
1409,63432.51171875
1410,147489.859375
1411,115402.8125
1412,490317.5625
1413,515413.65625
1414,154060.96875
1415,194592.859375
1416,135688.53125
1417,127209.4453125
1418,141915.046875
1419,266681.375
1420,251665.796875
1421,77948.7734375
1422,570761.9375
1423,470179.1875
1424,382306.5
1425,149291.5
1426,235936.046875
1427,270418.03125
1428,126758.0234375
1429,155708.9375
1430,346060.4375
1431,147489.859375
1432,543540.3125
1433,60219.640625
1434,301242.21875
1435,315731.0625
1436,234820.671875
1437,523353
1438,325356.34375
1439,137350.140625
1440,363247.0625
1441,190531.6875
1442,127894
1443,47003.60546875
1444,531367.125
1445,147452.765625
1446,283945.25
1447,810805.875
1448,429589.3125
1449,107114.7734375
1450,500537.5
1451,476515.8125
1452,194026.828125
1453,338364.6875
1454,190754.703125
1455,570409.375
1456,166379.71875
1457,237657.890625
1458,297501.6875
1459,237090.671875
1460,109999.015625
1461,341998.0625
1462,140157.609375
1463,185407.6875
1464,134919.15625
1465,144837.625
1466,405059.6875
1467,346677.5625
1468,288537.5
1469,149017.6875
1470,159837.28125
1471,181430.8125
1472,122912.390625
1473,375746.875
1474,182585.09375
1475,624823.125
1476,412135.65625
1477,296907.84375
1478,142448.609375
1479,166251.921875
1480,213527.828125
1481,893615.9375
1482,665635.375
1483,192104.125
1484,293305.09375
1485,153368.09375
1486,175260.578125
1487,93085.140625
1488,367471.90625
1489,147316.5
1490,236260.5
1491,183545.1875
1492,168158
1493,225927
1494,103656.28125
1495,315757.09375
1496,160771.890625
1497,593540.125
1498,810708.25
1499,166946.15625
1500,205440.53125
1501,501533.09375
1502,359959.375
1503,145227.90625
1504,359907.84375
1505,352156.03125
1506,282291.78125
1507,174610.671875
1508,228308.90625
1509,202283.796875
1510,440233.3125
1511,172933.25
1512,436718
1513,113000.8359375
1514,203103.828125
1515,238028.6875
1516,178991.5625
1517,412982.4375
1518,197127.15625
1519,198243.765625
1520,279520.3125
1521,200512.15625
1522,158444.125
1523,307826.84375
1524,243868.640625
1525,662548.9375
1526,57397.72265625
1527,143796.5625
1528,527862.8125
1529,227859.03125
1530,332349.875
1531,82671.78125
1532,327983.1875
1533,620752.75
1534,178655.71875
1535,176126.375
1536,176529.09375
1537,329910.5625
1538,223532.671875
1539,430323.125
1540,160914.5625
1541,245910.375
1542,133874.03125
1543,837264.375
1544,519593.78125
1545,209076.71875
1546,581594.5625
1547,726819.75
1548,685525.625
1549,236829.125
1550,285616.21875
1551,276300.15625
1552,204719.8125
1553,186971.03125
1554,131928.296875
1555,459984.28125
1556,591142.25
1557,185163.671875
1558,833200.5
1559,225901.921875
1560,181645.328125
1561,175277.65625
1562,199991.65625
1563,262795.75
1564,165732.46875
1565,688784.0625
1566,213682.625
1567,106442.1640625
1568,292162.96875
1569,206887.75
1570,132379.859375
1571,116249.7890625
1572,425714.90625
1573,94333.8515625
1574,184748.21875
1575,197234.5
1576,80269.875
1577,285173.125
1578,274383.875
1579,257905.109375
1580,411875.53125
1581,356386.6875
1582,305294.1875
1583,399371.78125
1584,471420.25
1585,143178.9375
1586,180177.46875
1587,144978.265625
1588,213064.59375
1589,307512.5625
1590,233205.15625
1591,381042
1592,219637.28125
1593,353321.40625
1594,82445.1015625
1595,104595.8125
1596,153058.9375
1597,170842.8125
1598,291759.875
1599,544603.25
1600,249755.890625
1601,75465.171875
1602,97785.2109375
1603,367855.5625
1604,710489.5625
1605,298595.96875
1606,125011.453125
1607,120085.796875
1608,800860.5625
1609,581345.25
1610,152908.421875
1611,112496.6171875
1612,141307.578125
1613,154015.28125
1614,341397.84375
1615,489021.0625
1616,233259.015625
1617,319343.28125
1618,161352.546875
1619,165477
1620,64455.6328125
1621,266399.1875
1622,232970.34375
1623,304684.53125
1624,302958.09375
1625,192779.109375
1626,141730.953125
1627,271037.9375
1628,179677.140625
1629,252637.375
1630,43640.81640625
1631,132193.90625
1632,194080.65625
1633,213624.96875
1634,325311.53125
1635,785504.625
1636,392179.625
1637,493828.6875
1638,201043.15625
1639,186900.140625
1640,110389.5390625
1641,343635.3125
1642,161417.15625
1643,448290.0625
1644,249326.65625
1645,194153.625
1646,198856.8125
1647,314969.0625
1648,733365.6875
1649,272047.34375
1650,69316.6171875
1651,396409.25
1652,167216.078125
1653,421930.78125
1654,222368.984375
1655,135851.875
1656,218671.6875
1657,202550.46875
1658,518403.03125
1659,168678.265625
1660,357371.21875
1661,164293.328125
1662,108256.0546875
1663,372529.4375
1664,211838.53125
1665,412449
1666,323607.40625
1667,667581.75
1668,309530.96875
1669,181696.0625
1670,232182.234375
1671,174337.25
1672,484473.59375
1673,193117.171875
1674,275787.96875
1675,796624.6875
1676,169716.46875
1677,246805.46875
1678,461309.8125
1679,318615.21875
1680,302007.75
1681,530934.5625
1682,136180.390625
1683,494991.96875
1684,188424.65625
1685,174439.875
1686,309392.78125
1687,92732.9921875
1688,595141.25
1689,489462.1875
1690,355210.40625
1691,265457.59375
1692,374999.71875
1693,320632.375
1694,137205.859375
1695,146929.8125
1696,534900.125
